@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
911045	species	2|1224|28211|204455|31989|258255|911045	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Pseudovibrio|Pseudovibrio sp. FO-BEG1	0.0000		
228745	species	2|200783|187857|1485951|558314|171868|228745	Bacteria|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Thermovibrio|Thermovibrio ammonificans	0.0000		
1548547	species	2|1224|1236|135613|1738654|1738655|1548547	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Woeseiaceae|Woeseia|Woeseia oceani	0.0432		
161360	species	2|1239|91061|1385|186818|1372|161360	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus antarcticus	0.0000		
1229	species	2|1224|1236|135613|1046|1227|1229	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus oceani	0.9839		
715451	species	2|1224|1236|135622|72275|226|715451	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas naphthalenivorans	0.0000		
1763538	species	2|1239|91061|1385|186822|44249|1763538	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. LPB0068	0.0086		
876	species	2|1224|28221|213115|194924|872|876	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio desulfuricans	0.0518		
222136	species	2|1224|29547|213849|72293|209|222136	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter sp. MIT 01-6242	0.0000		
1763534	species	2|976|117743|200644|49546|237|1763534	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium crassostreae	0.0000		
1763535	species	2|1224|28216|80840|80864|47420|1763535	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga sp. LPB0072	0.0777		
1763536	species	2|1224|1236|135622|267889|1518149|1763536	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Thalassotalea|Thalassotalea sp. LPB0090	0.0259		
90736	species	2|1224|1236|135622|267891|58050|90736	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella marina	0.0071		
1541959	species	2|544448||||1912503|1541959	Bacteria|Tenericutes||||Candidatus Izimaplasma|Candidatus Izimaplasma sp. HR1	0.0173		
1116375	species	2|1224|1236|135623|641|662|1116375	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio sp. EJY3	0.0000		
1547283	species	2|1239|91061|1385|186817|1386|1547283	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus weihaiensis	0.0000		
32644	species	||||||32644	||||||unidentified	24.9982		
292414	species	2|1224|28211|204455|31989|97050|292414	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Ruegeria|Ruegeria sp. TM1040	0.0000		
1660251	species	2|57723|||||1660251	Bacteria|Acidobacteria|||||Acidobacteria bacterium Mor1	0.0000		
1335757	species	2|1224|1236|135613|72276|1335745|1335757	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter curvatus	2.7015		
324767	species	2|1239|91061|1385|186817|1386|324767	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus infantis	0.0345		
1155739	species	2|1117||1150|1892254|1155738|1155739	Bacteria|Cyanobacteria||Oscillatoriales|Oscillatoriaceae|Moorea|Moorea producens	0.0000		
1273541	species	2157|28889|183924|114380|2307|2308|1273541	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Pyrodictiaceae|Pyrodictium|Pyrodictium delaneyi	0.0000		
1329899	species	2|1224|1236|72273|135616|34067|1329899	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Cycloclasticus|Cycloclasticus zancles	0.1208		
313598	species	2|976|117743|200644|49546|52959|313598	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. MED152	0.0000		
313590	species	2|976|117743|200644|49546|326319|313590	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia|Dokdonia sp. MED134	0.0000		
89184	species	2|1224|28211|204455|31989|97050|89184	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Ruegeria|Ruegeria pomeroyi	0.0000		
100716	species	2|1090|191410|191411|191412|100715|100716	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chloroherpeton|Chloroherpeton thalassium	0.2158		
244787	species	2|1224|29547|235899|224467|191291|244787	Bacteria|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola	0.0086		
2280	species	2157|28889|183924|114380|2272|2279|2280	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Staphylothermus|Staphylothermus marinus	0.0259		
55802	species	2157|28890|183968|2258|2259|2263|55802	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus barophilus	0.0000		
53946	species	2|1224|28211|204455|31989|53945|53946	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter arcticus	0.0000		
195522	species	2157|28890|183968|2258|2259|2263|195522	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus nautili	0.0173		
1868325	species	2|1090|191410|191411|191412|1101|1868325	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. CIB 2401	0.0000		
476157	species	2|1224|28211|204457|335929|361177|476157	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter ishigakiensis	0.0000		
398743	species	2|976|117743|200644|49546|417127|398743	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda	0.0086		
1920883	species	2|1224|28211|204455|31989|393277|1920883	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Donghicola|Donghicola sp. JLT3646	0.0004		
1008	species	2|976|1937959|1936988|89374|1007|1008	Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Saprospira|Saprospira grandis	0.0173		
64160	species	2|200783|187857|1485951|558314|64159|64160	Bacteria|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Desulfurobacterium|Desulfurobacterium thermolithotrophum	0.0518		
1006	species	2|976|768503|768507|200667|869806|1006	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Marivirga|Marivirga tractuosa	0.0949		
585423	species	2|1117||1890424|1890426|1129|585423	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-49	0.0000		
1505907	species	2157|28890|183968|2258|2259|2263|1505907	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus eurythermalis	0.0259		
1397108	species	2|1224|28211|204455|31989|875170|1397108	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter marinus	0.0173		
1612552	species	2|201174|1760|85010|2070|65496|1612552	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus sp. ADI127-7	0.0000		
879567	species	2|1224|28221|213115|194924|872|879567	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio piezophilus	0.0000		
651143	species	2|976|768503|768507|89373|861914|651143	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Fibrella|Fibrella aestuarina	0.0000		
1346	species	2|1239|91061|186826|1300|1301|1346	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae	0.0259		
361183	species	2|1224|28211|204457|335929|361177|361183	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter epoxidivorans	0.0000		
1582439	species	2157|651137||31932|338190|338191|1582439	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus piranensis	0.0000		
1434100	species	2157|28890|224756|94695|2206|2207|1434100	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina sp. MTP4	0.0086		
1434102	species	2157|28890|224756|94695|2206|2207|1434102	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina sp. WH1	0.0000		
759620	species	2|1239|91061|186826|81850|46255|759620	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti	0.0000		
979	species	2|976|117743|200644|49546|104264|979	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica	0.0000		
659	species	2|1224|1236|135623|641|657|659	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium phosphoreum	0.0000		
45658	species	2|1224|1236|135623|641|662|45658	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi	0.0518		
1913578	species	2|1224|28211|204457|41297|165697|1913578	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Sphingopyxis sp. LPB0140	0.0000		
1913577	species	2|976|117743|200644|49546|292691|1913577	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. LPB0144	0.0000		
28173	species	2|1224|1236|135623|641|662|28173	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio nigripulchritudo	0.0949		
19	species	2|1224|28221|69541|213421|18|19	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter carbinolicus	0.0009		
702113	species	2|1224|28211|204457|41297|165696|702113	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium sp. PP1Y	0.0000		
336261	species	2|508458|649775|649776|649777|336260|336261	Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Thermovirga|Thermovirga lienii	0.0000		
1917485	species	2|1224|28211|204455|31989|60136|1917485	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Sulfitobacter|Sulfitobacter sp. AM1-D1	0.0086		
232259	species	2|976|768503|768507|563798|232244|232259	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Belliella|Belliella baltica	0.0000		
35746	species	2157|28890|183963|1644055|1644056|2251|35746	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloferax|Haloferax gibbonsii	0.0000		
35806	species	2|1224|28211|204455|31989|34008|35806	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodovulum|Rhodovulum sulfidophilum	0.0086		
880	species	2|1224|28221|213115|194924|872|880	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio salexigens	0.0173		
182710	species	2|1239|91061|1385|186817|182709|182710	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus iheyensis	0.0259		
585425	species	2|1117||1890424|1890426|1129|585425	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-52	0.0000		
1250295	species	2|976|117743|200644|49546||1250295	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae||Flavobacteriaceae bacterium MAR_2010_188	0.0000		
86304	species	2|1224|1236|1706369|1706371|316625|86304	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Saccharophagus|Saccharophagus degradans	0.0000		
545619	species	2|201174|1760|85006|85016|665568|545619	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Paraoerskovia|Paraoerskovia marina	0.0173		
1336802	species	2|976|117743|200644|49546|363408|1336802	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55	0.0000		
290400	species	2|1224|28211|204455|31989|188905|290400	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Jannaschia|Jannaschia sp. CCS1	0.0000		
1250205	species	2|976|117743|200644|49546|292691|1250205	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_147	0.0000		
58290	species	2157|28890|183980|2231|2232|2233|58290	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus veneficus	0.0000		
680279	species	2|1224|1236|135622|72275|261825|680279	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Agarivorans|Agarivorans gilvus	0.0086		
1620392	species	2|1224|1236|1706369|1706375|630749|1620392	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Spongiibacteraceae|Spongiibacter|Spongiibacter sp. IMCC21906	0.0432		
44251	species	2|1239|91061|1385|186822|44249|44251	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus durus	0.0259		
54248	species	2157|28889|183924|114380|2307|54247|54248	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Pyrodictiaceae|Hyperthermus|Hyperthermus butylicus	1.9161		
135577	species	2|1224|1236|135622|267893|135575|135577	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina loihiensis	0.0086		
201	species	2|1224|29547|213849|72294|194|201	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari	0.0000		
1723645	species	2|201174|1760|85007|85025|1827|1723645	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. 008	0.0000		
32049	species	2|1117||1890424|1890426|1129|32049	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 7002	0.0000		
97084	species	2|1224|28221|213481|1652132|1652133|97084	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Halobacteriovoraceae|Halobacteriovorax|Halobacteriovorax marinus	0.0259		
80816	species	2|1224|28221|29|224464|162027|80816	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Haliangium|Haliangium ochraceum	0.0000		
168697	species	2|201174|1760|85008|28056|168694|168697	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora|Salinispora arenicola	0.0131		
1410606	species	2157|651137||||1593364|1410606	Archaea|Thaumarchaeota||||Candidatus Nitrosopelagicus|Candidatus Nitrosopelagicus brevis	0.0000		
1263979	species	2|1224|28211|204441|41295|1263978|1263979	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Candidatus Endolissoclinum|Candidatus Endolissoclinum faulkneri	1.0368		
76594	species	2|976|117743|200644|49546|104264|76594	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica	0.0036		
2336	species	2|200918|188708|2419|188709|2335|2336	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima	0.0432		
2337	species	2|200918|188708|2419|188709|2335|2337	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga neapolitana	0.0086		
1427364	species	2|1224|1236||||1427364	Bacteria|Proteobacteria|Gammaproteobacteria||||Candidatus Thioglobus singularis	0.0086		
300231	species	2|1224|1236|135622|72275|89404|300231	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Glaciecola|Glaciecola nitratireducens	0.0259		
357794	species	2|1224|1236|135622|267894|67572|357794	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Psychromonadaceae|Psychromonas|Psychromonas ingrahamii	0.0000		
2234	species	2157|28890|183980|2231|2232|2233|2234	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus fulgidus	0.1467		
161895	species	2|201174|1760|85007|1653|1716|161895	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium phocae	0.0432		
1280380	species	2|1117||1890424|1890426|1129|1280380	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-100	0.0086		
271097	species	2|1224|1236|135622|267890|22|271097	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella sediminis	0.0000		
33994	species	2|1224|28211|766|942|33993|33994	Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Neorickettsia|Neorickettsia helminthoeca	0.0000		
859653	species	2|1224|28211|54526|1655514||859653	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales|Pelagibacteraceae||alpha proteobacterium HIMB5	0.0086		
133539	species	2|1224|1236|135613|1046|1227|133539	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus halophilus	3.0122		
1821621	species	2|1224|1236|135619|135620|48075|1821621	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinobacterium|Marinobacterium sp. ST58-10	0.0184		
271098	species	2|1224|1236|135622|267890|22|271098	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella halifaxensis	0.0777		
669	species	2|1224|1236|135623|641|662|669	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi	0.0259		
668	species	2|1224|1236|135623|641|511678|668	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio fischeri	0.0173		
666	species	2|1224|1236|135623|641|662|666	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cholerae	0.1208		
64471	species	2|1117||1890424|1890426|1129|64471	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9311	0.0863		
663	species	2|1224|1236|135623|641|662|663	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus	0.0086		
320787	species	2|976|768503|768507|563798|68288|320787	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium|Cyclobacterium amurskyense	0.0086		
1168034	species	2|976|200643|171549|1471398|1471399|1168034	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prolixibacteraceae|Draconibacterium|Draconibacterium orientale	0.0000		
187878	species	2157|28890|183968|2258|2259|2263|187878	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus gammatolerans	0.0173		
146919	species	2|976||1100069|563843|146918|146919	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter|Salinibacter ruber	0.0173		
692370	species	2|1224|28211|204457|335929|361177|692370	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter dongtanensis	0.0000		
65555	species	2|1224|28221|213118|213121|53318|65555	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfocapsa|Desulfocapsa sulfexigens	0.0000		
713887	species	2|1117||1118|1890450|1453359|713887	Bacteria|Cyanobacteria||Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa	0.0777		
313603	species	2|976|117743|200644|49546|252356|313603	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. HTCC2170	0.0000		
1580092	species	2157|651137||31932|338190|338191|1580092	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus adriaticus	0.0432		
1906738	species	2|1224|28211|204455|69657|85|1906738	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas sp. Mor2	0.0259		
252307	species	2|976|117743|200644|49546|252306|252307	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Robiginitalea|Robiginitalea biformata	0.0000		
